Text,Value
i am waiting for a feeling that special feeling that makes life easy and bearable,1
i feel like my girls are really starting to get it and i am loving hearing them sing the christmas songs about jesus,2
i feel like i have to preface this post w a disclaimer of some sort before i have an enraged peta after me or something equally as horrible,3
i hardly feel that way m usually hyper and bouncy around everyone,1
i reply because they make me feel pretty,1
i also told my cousin that i feel like the other family members do not know how to talk to me or are afraid to talk to me,4
i hear the word and i feel stronger and re assured once again,1
i feel totally lame but i have no idea what to blog about today,0
i feel but is ultimately just ok,1
i feel quite jolly in spite of the heat and the lack of commercialism,1
i got to walk in the rain and feel triumphant over nature in my rain boots and pink rain coat,1
i feel like hiding to prevent others from exposure to my decidedly unpleasant expression of anti christmas cheer or the bah humbugs as i like to call it,0
i knew i wanted to somehow include the idea of natural healing and holistic living but the site is also about feeling radiant vibrant and enthusiastic about life at any age,1
i like the brush a lot but since returning from spain sob and the release of real techniques i started using the expert face brush for my liquid foundation and the sephora mineral powder brush sat at the back of my collection feeling unloved,0
i feel like i have been screaming at a blank and very solid wall,0
i cant help but feeling a little hesitant about my decision just because of the magnitude of the decision,4
i feel so lucky to be nominated for the liebster award,1
